CostFalsePositive,CostFalseNegative,CostTruePositive,CostTrueNegative
59.056859004086334,219.6083685255978,0.0,0.0
28.110508093643027,319.883925466282,0.0,0.0
62.14879238752705,495.97304564372763,0.0,0.0
58.98684620635011,348.4999584029117,0.0,0.0
55.35503483525019,260.6826965615664,0.0,0.0
42.80467075465441,599.4578513398271,0.0,0.0
54.20827773605379,207.21458933054765,0.0,0.0
49.85569097064596,145.88540959404617,0.0,0.0
46.270276705216624,286.4505427134053,0.0,0.0
43.85727619321842,216.95046749821975,0.0,0.0
72.87662165190254,387.76663018366276,0.0,0.0
60.580813532808754,72.28004648622999,0.0,0.0
42.508926399094385,344.9886441103612,0.0,0.0
54.82906271052995,285.9274818971094,0.0,0.0
46.47265830222441,135.94060693064256,0.0,0.0
32.800924459411725,0.0,0.0,0.0
43.34922372687925,134.88912619046195,0.0,0.0
51.707780829145655,150.3662264454741,0.0,0.0
53.56501948871556,297.47942437980896,0.0,0.0
44.3483728964862,437.41227692626376,0.0,0.0
50.41126065584681,210.17485140786027,0.0,0.0
51.676935454242994,0.0,0.0,0.0
57.724834505190216,244.41647069231817,0.0,0.0
52.17726520349194,215.12323663405064,0.0,0.0
55.39306391005354,0.0,0.0,0.0
47.382097447781064,376.46810052731473,0.0,0.0
45.841561199937196,178.16691180328561,0.0,0.0
61.82609845620279,178.59304507646524,0.0,0.0
54.1769310139525,408.6617882976784,0.0,0.0
58.526911513810575,0.0,0.0,0.0
63.80616452384036,167.13104836764737,0.0,0.0
53.25377450210995,497.5869956120771,0.0,0.0
41.68117494403009,415.88829196040007,0.0,0.0
21.244974798692425,222.00869571720554,0.0,0.0
61.99288118254755,32.75920119885102,0.0,0.0
41.093518596779205,0.0,0.0,0.0
45.20028097541829,333.54806160514613,0.0,0.0
66.4873353277798,402.5591838272226,0.0,0.0
66.54338708785718,474.377932535416,0.0,0.0
57.826468433718595,211.42326101171503,0.0,0.0
52.008064385537224,477.61210860222906,0.0,0.0
68.11195914223894,365.0899850657486,0.0,0.0
58.85382349883591,0.0,0.0,0.0
50.90265057377124,316.95147454469463,0.0,0.0
43.45852134153798,456.61430606978104,0.0,0.0
61.371309478522306,424.69273106317684,0.0,0.0
38.43360886733724,0.0,0.0,0.0
48.37558560391053,514.0492393780335,0.0,0.0
58.96011495832175,226.86663721518127,0.0,0.0
36.11078447155407,88.99680593753342,0.0,0.0
53.51131365896614,0.0,0.0,0.0
57.75115255657749,518.6894776525729,0.0,0.0
61.04959571915643,397.3379149040592,0.0,0.0
45.283230837915816,244.27036712603885,0.0,0.0
59.867494784207224,237.91710504841137,0.0,0.0
43.48821865747122,546.35926247378,0.0,0.0
32.02454379331611,0.0,0.0,0.0
59.04045789636559,546.758899067112,0.0,0.0
29.220225953962988,667.5849970033944,0.0,0.0
34.44436928768213,174.22987326961874,0.0,0.0
54.89897444512455,0.0,0.0,0.0
38.54037635692822,0.0,0.0,0.0
59.342979864475346,434.7489440882142,0.0,0.0
47.83769369170598,157.3473842372241,0.0,0.0
70.60079805446503,0.0,0.0,0.0
50.85539007613487,239.32657876419097,0.0,0.0
53.81778225259009,252.7248850507035,0.0,0.0
51.37083057991854,0.0,0.0,0.0
61.42013550884393,366.81451233732383,0.0,0.0
44.76231196629594,209.59891473344896,0.0,0.0
47.06965769909433,156.2704492277864,0.0,0.0
30.197562700253545,236.80780612887054,0.0,0.0
41.98200897244634,201.7895557113137,0.0,0.0
54.61680466065914,189.0545548553426,0.0,0.0
29.387945127049022,192.6302063526488,0.0,0.0
42.75242392550647,0.0,0.0,0.0
38.67586032814215,129.07996439786154,0.0,0.0
51.56984042255322,353.71443743045415,0.0,0.0
54.2443869290468,208.6776944934085,0.0,0.0
37.893756650249806,127.61218693566457,0.0,0.0
29.69051758892814,0.0,0.0,0.0
50.11519726133346,314.8814578192696,0.0,0.0
56.90895972636364,511.7131677046854,0.0,0.0
66.31139404099996,0.0,0.0,0.0
30.105885154734615,324.4330758850616,0.0,0.0
36.659058407121094,358.9459597367785,0.0,0.0
56.67714515428943,0.0,0.0,0.0
39.04383231887013,0.0,0.0,0.0
49.27346622991897,230.5729422206062,0.0,0.0
58.5931641140519,0.0,0.0,0.0
46.27554917762114,593.8218211858427,0.0,0.0
51.31192801363586,178.95706908205366,0.0,0.0
58.85672583089554,0.0,0.0,0.0
43.804319566952664,0.0,0.0,0.0
39.260011872198646,204.0008910675711,0.0,0.0
48.25028281497776,289.84536448984323,0.0,0.0
62.9403086478315,462.9230648943686,0.0,0.0
43.09127939555445,202.1764844308385,0.0,0.0
39.184853216155275,219.84144996762834,0.0,0.0
58.66989218977962,68.5585759177959,0.0,0.0
53.72513686395119,174.2124040490076,0.0,0.0
47.41394493632904,628.302973802674,0.0,0.0
37.479228169528646,170.26236255901455,0.0,0.0
56.08615484552966,473.1033456603115,0.0,0.0
33.615853256502675,417.40425109756023,0.0,0.0
50.375873789725226,469.0953774849083,0.0,0.0
65.82072987848808,333.93829348280383,0.0,0.0
30.744242762420456,99.66629782556754,0.0,0.0
49.77389222899805,441.29302460048706,0.0,0.0
48.21633631075092,0.0,0.0,0.0
59.60196976758317,650.91382769905,0.0,0.0
44.810521589143946,547.6560344411201,0.0,0.0
44.718803157129926,216.7775883458058,0.0,0.0
66.63699035714006,338.6662896173253,0.0,0.0
52.57977044428528,211.10678901042743,0.0,0.0
49.13210223509453,268.78899321258456,0.0,0.0
59.35134473571447,0.0,0.0,0.0
59.134434579357546,213.5112247917741,0.0,0.0
45.51453779366193,267.22961806906346,0.0,0.0
34.24283622521596,0.0,0.0,0.0
46.96012806752167,254.3299301266853,0.0,0.0
49.35849337652305,347.0675792797016,0.0,0.0
54.33706867374824,199.19980594788646,0.0,0.0
53.256231954941484,86.48309993763803,0.0,0.0
54.349836193147965,503.39911302472865,0.0,0.0
70.4035470206513,370.57072575771326,0.0,0.0
54.683637000388,0.0,0.0,0.0
41.79969656666534,0.0,0.0,0.0
45.90119423251111,527.4042522596826,0.0,0.0
27.641129506732106,0.0,0.0,0.0
48.365439638392424,205.88587356252285,0.0,0.0
48.658205628737726,334.9765344653771,0.0,0.0
59.577225225554,431.1139174574455,0.0,0.0
56.10045948417584,393.26569274772834,0.0,0.0
59.406652371734346,185.6986427482181,0.0,0.0
53.55678867892344,288.03673425394834,0.0,0.0
55.98875746855309,0.0,0.0,0.0
44.67223160033515,313.88813162120266,0.0,0.0
34.316057406360216,357.5406118665861,0.0,0.0
33.69194831153707,326.4845127903012,0.0,0.0
39.599975604308476,207.83964922111159,0.0,0.0
53.44950520964279,287.14328782827215,0.0,0.0
50.2877781801264,221.04965502396237,0.0,0.0
57.2272539005431,505.8282581204294,0.0,0.0
67.27462168354134,315.84518574598167,0.0,0.0
52.62208029954159,234.885771703872,0.0,0.0
48.864353822849644,192.99196330260946,0.0,0.0
60.06074725232705,198.99551983607077,0.0,0.0
44.083028054945274,0.0,0.0,0.0
39.88116642894521,236.75129330086298,0.0,0.0
39.04796045027257,642.8715034370334,0.0,0.0
62.68529744913262,330.9383890286031,0.0,0.0
36.22689633193429,148.70332271831217,0.0,0.0
49.79703871316948,283.09093723185873,0.0,0.0
43.34352449942238,0.0,0.0,0.0
44.054784931490076,441.8505879653034,0.0,0.0
53.88185773851605,0.0,0.0,0.0
53.672761843500005,600.1069582896304,0.0,0.0
43.18815956798706,0.0,0.0,0.0
32.42265403552078,261.12172490364645,0.0,0.0
60.773480645022524,0.0,0.0,0.0
63.84359073415967,326.43399390067054,0.0,0.0
34.97333895933651,168.96169266641965,0.0,0.0
53.300738296863855,556.5812478516195,0.0,0.0
58.360547168972516,296.3678038566175,0.0,0.0
56.43014345181541,515.5034103000852,0.0,0.0
48.83645010726927,630.5277927577497,0.0,0.0
25.975912971687052,0.0,0.0,0.0
82.47087407194351,296.03489087806497,0.0,0.0
37.083506343794724,464.9070470091815,0.0,0.0
32.839044726530716,384.11187337787516,0.0,0.0
42.34546100181363,463.86522873690296,0.0,0.0
41.89106009484806,0.0,0.0,0.0
55.89955077435176,449.96028574785146,0.0,0.0
42.54523638893488,0.0,0.0,0.0
52.694423055251875,221.55382882281003,0.0,0.0
56.1504985136434,0.0,0.0,0.0
42.93865800833942,627.4641000399471,0.0,0.0
47.37605385512255,263.23739000063756,0.0,0.0
44.6678336338549,175.58452514833368,0.0,0.0
47.56186952320977,127.28048783486395,0.0,0.0
51.88129414513607,413.7690579551581,0.0,0.0
52.21453420167929,145.84072683900519,0.0,0.0
44.22627174398282,354.21805091333204,0.0,0.0
52.13938519798098,364.1142294272589,0.0,0.0
