CostFalsePositive,CostFalseNegative,CostTruePositive,CostTrueNegative
69.5742204979921,456.4514826920074,0.0,0.0
31.383375810034174,394.9350053233659,0.0,0.0
34.26770491284245,620.7158458812909,0.0,0.0
38.835406795617246,176.83568890169403,0.0,0.0
60.65669834997249,200.03744732239699,0.0,0.0
67.94390147069551,0.0,0.0,0.0
50.525425914935816,132.5160836724924,0.0,0.0
35.114877824292876,0.0,0.0,0.0
52.543063283217776,234.71920807695724,0.0,0.0
58.67644065389332,407.01586290375417,0.0,0.0
47.14696724978078,159.92397044177847,0.0,0.0
45.47303125801702,244.90213594046332,0.0,0.0
58.33753106886818,351.4623248774161,0.0,0.0
61.76974633238877,516.5968617066757,0.0,0.0
56.07375645389903,0.0,0.0,0.0
49.225974416646594,325.1310291848971,0.0,0.0
53.682566649207985,223.18559897294455,0.0,0.0
64.10690102173247,345.93285215596075,0.0,0.0
61.77179204195342,192.26994863917443,0.0,0.0
64.9950051854787,0.0,0.0,0.0
58.87201025551067,191.91773555452392,0.0,0.0
40.972223455566585,0.0,0.0,0.0
52.53742047204593,196.17786595527468,0.0,0.0
30.122854325576164,507.3217307004275,0.0,0.0
35.57815656170393,157.6947849326941,0.0,0.0
53.70128077478168,281.4657656269503,0.0,0.0
43.3132514067265,497.98949619521966,0.0,0.0
53.342768427485154,610.5406125492027,0.0,0.0
63.021353405730835,236.87947461212195,0.0,0.0
44.27712965037566,232.70724895468615,0.0,0.0
49.04107733954827,151.54775965072122,0.0,0.0
34.91131458033218,250.33928831164582,0.0,0.0
38.910181021671725,456.5654131810207,0.0,0.0
34.98251242139182,480.81984174963344,0.0,0.0
62.53651199587169,510.85172356300484,0.0,0.0
52.94226163107722,227.58543506097422,0.0,0.0
48.06496441177873,355.73932741028295,0.0,0.0
26.782744371139692,393.56714890541656,0.0,0.0
57.4179235776531,235.0488173499461,0.0,0.0
50.17634624146181,0.0,0.0,0.0
40.615702443408836,463.2852353794705,0.0,0.0
38.75902093208987,219.74289013736325,0.0,0.0
52.426465377703835,398.2007962043222,0.0,0.0
61.34759487510958,272.9045806313287,0.0,0.0
48.19792833160613,0.0,0.0,0.0
41.03668527046537,377.01103189031267,0.0,0.0
71.99045453784206,162.39804758166753,0.0,0.0
64.832815960792,263.1455583962048,0.0,0.0
30.239573208199623,202.4559381676423,0.0,0.0
38.84353231619673,162.64715146390475,0.0,0.0
52.68778647165665,0.0,0.0,0.0
62.735948961542405,213.7793824352079,0.0,0.0
24.73006985426393,603.1907529354202,0.0,0.0
45.8331832272582,606.6286242960109,0.0,0.0
34.813051591077084,536.9295087281278,0.0,0.0
40.76107558444513,298.8778712526322,0.0,0.0
50.99465480592645,583.9866514639882,0.0,0.0
58.8332308420956,209.72419296993766,0.0,0.0
39.34333053933857,215.02021684212002,0.0,0.0
59.63887426110371,100.3664386285603,0.0,0.0
48.59513619419194,197.3623214629136,0.0,0.0
43.14901604080928,241.50632028084283,0.0,0.0
43.53720530248754,366.8569801965786,0.0,0.0
48.73862183555812,389.3993219451612,0.0,0.0
54.04908237575569,258.41749865070096,0.0,0.0
47.798688463138355,0.0,0.0,0.0
60.36932888963516,203.28693102252078,0.0,0.0
50.30839265174184,131.79411087639195,0.0,0.0
35.930565559664146,158.21155805576646,0.0,0.0
26.041020158674076,100.26413356582927,0.0,0.0
46.46958798242894,399.18038156627165,0.0,0.0
56.1714507677817,152.7000530367629,0.0,0.0
42.876441403808,186.9491695068266,0.0,0.0
57.481600373466364,210.25617411455804,0.0,0.0
42.993167558231896,146.95636909911076,0.0,0.0
46.953511338588825,0.0,0.0,0.0
54.325533809776815,187.70538327521714,0.0,0.0
35.34699680557811,0.0,0.0,0.0
40.506364617793245,528.4036627701686,0.0,0.0
64.73649929042561,290.91240728550684,0.0,0.0
47.83781336679033,154.63766814111216,0.0,0.0
46.44923162853191,384.63101285960624,0.0,0.0
49.3823617923133,181.38393067831086,0.0,0.0
60.356828458012046,0.0,0.0,0.0
49.205322867357395,106.59515499168228,0.0,0.0
30.321031150460165,208.17577485406773,0.0,0.0
58.58021128387019,547.0446067398165,0.0,0.0
56.787834884759135,0.0,0.0,0.0
56.60798813246635,215.54716003752225,0.0,0.0
46.464112012213285,181.13368213496994,0.0,0.0
57.54395678659951,0.0,0.0,0.0
62.207582415327224,220.96023939905254,0.0,0.0
37.169207109988115,240.1692520095842,0.0,0.0
68.38112490826308,0.0,0.0,0.0
48.961189914525136,242.76923687582848,0.0,0.0
52.894310173438484,0.0,0.0,0.0
53.85773016031722,337.46786959848964,0.0,0.0
49.70405558716849,182.80430332016158,0.0,0.0
54.8964784274909,367.3162468200325,0.0,0.0
32.40750977721143,0.0,0.0,0.0
48.79149975173003,434.779774545658,0.0,0.0
57.14660951906617,221.0863181952296,0.0,0.0
37.56217681821252,274.88976861195596,0.0,0.0
33.29320415407017,234.51792456632828,0.0,0.0
44.24232804298584,181.07926236217315,0.0,0.0
62.61950474631547,307.3540355559329,0.0,0.0
40.76476028322103,553.8750079099993,0.0,0.0
45.326449996850336,172.56150984884198,0.0,0.0
58.905590113932554,198.19954844805855,0.0,0.0
67.70063790206345,0.0,0.0,0.0
55.85842238970715,203.0524394847044,0.0,0.0
72.56695315846204,589.0815206622651,0.0,0.0
36.74768220840737,0.0,0.0,0.0
59.81490918489894,173.25098739346637,0.0,0.0
64.84555831546703,120.85237848819983,0.0,0.0
51.04587796444008,571.9385863164265,0.0,0.0
54.46978941690634,0.0,0.0,0.0
52.285999723659195,0.0,0.0,0.0
66.87352150184043,227.3120693217029,0.0,0.0
67.37084446036701,239.15604044855465,0.0,0.0
54.856505755821324,0.0,0.0,0.0
55.490509177132424,304.40416558865564,0.0,0.0
60.52088494104105,0.0,0.0,0.0
42.093002737661664,246.1509925390886,0.0,0.0
56.97735354651626,284.777387884808,0.0,0.0
53.375605846720646,359.24988617338823,0.0,0.0
